id,intent_status,intent_suggested,intent_reason,task_status,task_suggested,task_reason,entity_status,entity_reason,utter_quality,utter_issues,utter_rewrite,suitability,severity,overall_reason
v4_127,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,PERFECT,All entities are correctly identified and tagged with appropriate boundaries.,LOW,"Informal language ('blew', 'lol').",Just spent 1794 RS on dinner takeaway checkout.,MODIFY,LOW,Informal language in the utterance.
v4_128,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,PERFECT,All entities are correctly identified and tagged with appropriate boundaries.,HIGH,,,KEEP,NONE,No Issues Found
v4_129,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance explicitly states 'record'.,WRONG_TAGS,"The token 'bucks' is tagged as B-CURRENCY. When 'bucks' directly follows an amount, it should be tagged as I-AMOUNT to form a single AMOUNT entity (e.g., '7.5k bucks').",HIGH,,,MODIFY,LOW,Incorrect tag for 'bucks' (should be I-AMOUNT).
v4_130,WRONG,,"The phrase 'spent on refund cashback promo' is contradictory for an ADD_EXPENSE intent. 'Refund', 'cashback', and 'promo' typically imply a credit or income, not an expense. This utterance is fundamentally misaligned with the intent.",KEEP,,"The utterance implies logging an action, but the action itself is contradictory for an expense.",MISSING_ENTITIES,"The token 'yesterday' is a date and should be tagged as B-DATE, but is currently O. The category 'refund cashback promo' is problematic for an expense, as these terms usually relate to income or credit.",LOW,Contradictory phrasing for an expense ('spent on refund cashback promo').,Received 3414 bucks as refund cashback promo yesterday.,DELETE,CRITICAL,"Critical contradiction between the utterance and the ADD_EXPENSE intent, along with a missing DATE entity."
v4_131,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,WRONG_BOUNDARIES,"The entity 'hsbc mortgage loan' is tagged as MERCHANT. 'HSBC' is the merchant, and 'mortgage loan' is a category. It should be B-MERCHANT for 'HSBC' and B-CATEGORY, I-CATEGORY for 'mortgage loan'.",HIGH,,,MODIFY,MEDIUM,Incorrect entity boundary for MERCHANT/CATEGORY.
v4_132,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,PERFECT,All entities are correctly identified and tagged with appropriate boundaries.,MEDIUM,Informal language ('stuff').,7874102 for residential rent paid via net banking.,MODIFY,LOW,Informal language in the utterance.
v4_133,WRONG,,"The phrase 'expenditure for visa card rewards' is contradictory for an ADD_EXPENSE intent. 'Rewards' typically imply a credit or income, not an expense. This utterance is fundamentally misaligned with the intent.",KEEP,,"The utterance implies logging an action, but the action itself is contradictory for an expense.",WRONG_TAGS,"The token 'quid' is tagged as B-CURRENCY, but 'aed' is already present as the currency for the amount. This creates redundancy or ambiguity. If 'quid' is meant to be part of the amount, it should be I-AMOUNT. The category 'visa card rewards' is problematic for an expense, as 'rewards' usually relate to income or credit.",LOW,Contradictory phrasing for an expense ('expenditure for visa card rewards'). | Redundant or confusing currency specification ('aed quid').,Add 186597.01 AED expenditure for Visa card.,DELETE,CRITICAL,"Critical contradiction between the utterance and the ADD_EXPENSE intent, along with redundant currency and problematic category tagging."
v4_134,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,WRONG_BOUNDARIES,"The entity 'starbucks store seattle morning brew' is tagged as MERCHANT. 'Starbucks' is the merchant, and 'store seattle morning brew' is a category/location description. It should be B-MERCHANT for 'Starbucks' and B-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY for the rest.",LOW,Informal language/code-switching ('yaar').,Spent 8956 bucks on Starbucks store Seattle morning brew using net banking.,MODIFY,MEDIUM,Informal language/code-switching and incorrect entity boundary for MERCHANT/CATEGORY.
v4_135,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,WRONG_BOUNDARIES,"The entity 'comcast xfinity wifi bills' is tagged as CATEGORY. 'Comcast Xfinity' is a merchant, and 'wifi bills' is a category. It should be B-MERCHANT, I-MERCHANT for 'Comcast Xfinity' and B-CATEGORY, I-CATEGORY for 'wifi bills'.",HIGH,,,MODIFY,MEDIUM,Incorrect entity boundary for MERCHANT/CATEGORY.
v4_136,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,WRONG_BOUNDARIES,"The entity 'bupa wellness healthcare monthly premium' is tagged as MERCHANT. 'Bupa' is the merchant, and 'wellness healthcare monthly premium' is a category. It should be B-MERCHANT for 'Bupa' and B-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY for the rest.",HIGH,,,MODIFY,MEDIUM,Incorrect entity boundary for MERCHANT/CATEGORY.
v4_137,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,PERFECT,All entities are correctly identified and tagged with appropriate boundaries.,HIGH,,,KEEP,NONE,No Issues Found
v4_138,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,MISSING_ENTITIES,"The tokens 'a few hours ago' are a date expression and should be tagged as B-DATE, I-DATE, I-DATE, I-DATE, but are currently O. The token 'bucks' is tagged as B-CURRENCY. When 'bucks' directly follows an amount, it should be tagged as I-AMOUNT to form a single AMOUNT entity (e.g., '2822.22 bucks').",HIGH,,,MODIFY,MEDIUM,Missing DATE entity and incorrect tag for 'bucks' (should be I-AMOUNT).
v4_139,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance explicitly states 'logged'.,WRONG_BOUNDARIES,"The entity 'croma retail outlet store' is tagged as MERCHANT. 'Croma' is the merchant, and 'retail outlet store' is a category. It should be B-MERCHANT for 'Croma' and B-CATEGORY, I-CATEGORY, I-CATEGORY for the rest.",HIGH,,,MODIFY,MEDIUM,Incorrect entity boundary for MERCHANT/CATEGORY.
v4_140,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,PERFECT,All entities are correctly identified and tagged with appropriate boundaries.,MEDIUM,Typo ('celular' instead of 'cellular').,Unlimited cellular network pack cost me 6631 ₹.,MODIFY,LOW,Typo in the utterance.
v4_141,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance explicitly states 'add'.,WRONG_TAGS,"The entity 'local barista billing' is tagged as CATEGORY. 'Barista' could be a merchant (e.g., a coffee shop chain). If so, it should be B-MERCHANT, and 'local' and 'billing' could be O or part of a category. This is ambiguous and potentially mis-tagged.",HIGH,,,MODIFY,LOW,Ambiguous entity tagging for 'barista' which could be a MERCHANT instead of part of a CATEGORY.
v4_142,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,PERFECT,All entities are correctly identified and tagged with appropriate boundaries.,MEDIUM,Informal abbreviation ('wk').,5397 for groceries last week.,MODIFY,LOW,Informal abbreviation in the utterance.
v4_143,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,WRONG_BOUNDARIES,"The entity 'monthly natural gas home heating' is tagged as CATEGORY. The token 'bill' is part of the category description and should be I-CATEGORY, but is currently O. The full category should be 'monthly natural gas home heating bill'.",HIGH,,,MODIFY,LOW,Missing entity boundary for CATEGORY ('bill' should be I-CATEGORY).
v4_144,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,MISSING_ENTITIES,"The token 'today' is a date and should be tagged as B-DATE, but is currently O. The entity 'machhapuchchhre bank cc dues' is tagged as MERCHANT. 'Machhapuchchhre Bank' is the merchant, and 'cc dues' is a category. It should be B-MERCHANT, I-MERCHANT for 'Machhapuchchhre Bank' and B-CATEGORY, I-CATEGORY for 'cc dues'.",HIGH,,,MODIFY,MEDIUM,Missing DATE entity and incorrect entity boundary for MERCHANT/CATEGORY.
v4_145,WRONG,,"The phrase 'paid for credit card cash reward' is contradictory for an ADD_EXPENSE intent. 'Reward' typically implies a credit or income, not an expense. This utterance is fundamentally misaligned with the intent.",KEEP,,"The utterance implies logging an action, but the action itself is contradictory for an expense.",WRONG_TAGS,"The category 'credit card cash reward' is problematic for an expense, as 'reward' usually relates to income or credit.",LOW,Contradictory phrasing for an expense ('paid for credit card cash reward').,Received 4397.23 quid as credit card cash reward.,DELETE,CRITICAL,"Critical contradiction between the utterance and the ADD_EXPENSE intent, along with a problematic category tagging."
v4_146,WRONG,,"The phrase 'add ... to cashback credit' is contradictory for an ADD_EXPENSE intent. 'Cashback credit' typically implies a credit or income, not an expense. This utterance is fundamentally misaligned with the intent.",KEEP,,"The utterance explicitly states 'add', but the context is contradictory for an expense.",WRONG_TAGS,"The token '₹' is tagged as B-CURRENCY. When '₹' directly follows an amount, it should be tagged as I-AMOUNT to form a single AMOUNT entity (e.g., '2436.37 ₹'). The category 'cashback credit' is problematic for an expense, as 'cashback credit' usually relates to income or credit.",LOW,Contradictory phrasing for an expense ('add ... to cashback credit').,Add 2436.37 ₹ as cashback credit.,DELETE,CRITICAL,"Critical contradiction between the utterance and the ADD_EXPENSE intent, along with incorrect currency tagging and a problematic category."
v4_147,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,WRONG_BOUNDARIES,"The entity 'blinkit instamart delivery' is tagged as MERCHANT. 'Blinkit Instamart' is the merchant, and 'delivery' is a category. It should be B-MERCHANT, I-MERCHANT for 'Blinkit Instamart' and B-CATEGORY for 'delivery'.",HIGH,,,MODIFY,MEDIUM,Incorrect entity boundary for MERCHANT/CATEGORY.
v4_148,KEEP,,"The utterance implies adding an expense, especially with 'expense' explicitly mentioned.",MODIFY,LOG,"The word 'dikhao' (Hindi for 'show') is ambiguous. While the overall context suggests logging an expense, 'dikhao' itself is not a logging verb. It could imply 'VIEW_EXPENSE'. For clarity and consistency with 'LOG', the utterance should be rephrased.",WRONG_BOUNDARIES,"The entity 'irs tax payout' is tagged as CATEGORY. The token 'expense' is also part of the category description and should be I-CATEGORY, but is currently O. The full category should be 'irs tax payout expense'.",LOW,Informal language/code-switching ('dikhao'). | Ambiguous phrasing for task type.,Log 8.2k IRS tax payout expense.,MODIFY,MEDIUM,Ambiguous task type due to informal language/code-switching and incorrect entity boundary for CATEGORY.
v4_149,KEEP,,The utterance clearly indicates an expense is being added.,KEEP,,The utterance implies logging an expense.,WRONG_BOUNDARIES,"The entity 'door-dash meal delivery' is tagged as CATEGORY. 'Door-Dash' is a merchant, and 'meal delivery' is a category. It should be B-MERCHANT for 'Door-Dash' and B-CATEGORY, I-CATEGORY for 'meal delivery'.",HIGH,,,MODIFY,MEDIUM,Incorrect entity boundary for MERCHANT/CATEGORY.
v4_150,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a spent amount.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The entity 'hmrc paye tax refund credit direct' is tagged as B-MERCHANT I-MERCHANT I-MERCHANT I-MERCHANT I-MERCHANT I-MERCHANT. 'HMRC' is the merchant, and 'paye tax refund credit direct' describes the type of expense or transaction, which should be categorized. It should be 'HMRC' (B-MERCHANT) and 'paye tax refund credit direct' (B-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY).",MEDIUM,Unnatural phrasing for merchant/category combination. | Informal date 'nxt wk'.,"I spent 1446.73 on professional certification bootcamp tuition fees, a PAYE tax refund credit direct payment to HMRC next week.",MODIFY,HIGH,"The merchant and category entities are incorrectly bounded and tagged, leading to ambiguity about the actual merchant and the nature of the expense."
v4_151,MODIFY,ADD_INCOME,"The phrase 'tax payout' typically refers to money received (income), which contradicts the 'ADD_EXPENSE' intent. If it's an expense, it should be 'tax payment' or 'tax liability'.",KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The entity 'irs tax payout' is tagged as B-CATEGORY I-CATEGORY I-CATEGORY. 'IRS' is a government body and should be tagged as B-MERCHANT (as the payee). 'tax payout' is ambiguous for an expense and should be re-evaluated as a category (e.g., 'tax payment').",LOW,"Ambiguous phrasing: 'tax payout' suggests income, conflicting with 'ADD_EXPENSE'. | Informal date 'last wk'.",I paid AED3220 for IRS tax payment last week.,MODIFY,CRITICAL,"The intent and category are highly ambiguous due to the term 'payout', which typically implies income, making the 'ADD_EXPENSE' intent questionable. Also, 'IRS' should be a merchant."
v4_152,MODIFY,ADD_INCOME,"The phrase 'equity gain payout' typically refers to money received (income), which contradicts the 'ADD_EXPENSE' intent. If it's an expense, it should be 'tax on equity gains' or 'investment fees'.",KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The entity 'equity gain payout' is tagged as B-CATEGORY I-CATEGORY I-CATEGORY. 'equity gain payout' is ambiguous for an expense and sounds like income. It should be re-evaluated as a category (e.g., 'tax on equity gains' or 'investment fees').",LOW,"Ambiguous phrasing: 'equity gain payout' suggests income, conflicting with 'ADD_EXPENSE'.",I paid Lulu Hypermarket ₹346 for equity gain tax.,MODIFY,CRITICAL,"The intent and category are highly ambiguous due to the term 'payout', which typically implies income, making the 'ADD_EXPENSE' intent questionable."
v4_153,WRONG,,The utterance describes two distinct and unrelated expenses ('pharmeasy medicine order online' and 'iced latte cup') with a single amount. This makes the intent ambiguous for a single transaction.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,The utterance contains two distinct categories of expense ('medicine order online' and 'iced latte cup') and a merchant ('pharmeasy'). The current tagging incorrectly groups 'pharmeasy medicine order online' as a single merchant. It should be 'pharmeasy' (B-MERCHANT) and 'medicine order online' (B-CATEGORY I-CATEGORY I-CATEGORY).,LOW,"Describes two distinct and unrelated expenses with a single amount, making it unsuitable for a single expense entry. | Ambiguous phrasing due to multiple items.",I blew 1502 at PharmEasy for medicine order online on 2026-09-20. (Separate entry for iced latte cup),DELETE,CRITICAL,"This row is fundamentally flawed as it attempts to log two separate expenses with a single amount and intent, leading to high ambiguity and incorrect entity boundaries."
v4_154,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a spent amount.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The entity 'cashback' is tagged as B-CATEGORY, but 'cashback se' (with cashback) indicates a payment method or source of funds, not an expense category. It should be B-PAYMENTMETHOD or O. Also, 'mmt flight booking' is tagged as a single merchant; 'mmt' should be B-MERCHANT and 'flight booking' should be B-CATEGORY I-CATEGORY.",MEDIUM,Mixed language (Hindi/English). | Incorrect categorization of 'cashback'.,I bought 8433308 with cashback for MMT flight booking on 22-07-2025.,MODIFY,HIGH,"The 'cashback' entity is incorrectly tagged as a category when it functions as a payment method, and the merchant/category boundaries for 'mmt flight booking' are incorrect."
v4_155,WRONG,,"The utterance describes two distinct and unrelated expenses ('crypto gains wallet' and 'bt broadband wifi monthly plan') with a single amount. This makes the intent ambiguous for a single transaction. Additionally, 'crypto gains wallet' is an ambiguous category for an expense.",KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The utterance contains two distinct categories of expense. 'crypto gains wallet' is tagged as B-CATEGORY I-CATEGORY I-CATEGORY, but it's ambiguous for an expense (sounds like an asset or income). 'bt broadband wifi monthly plan' is tagged as a single merchant; 'bt' should be B-MERCHANT and 'broadband wifi monthly plan' should be B-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY.",LOW,"Describes two distinct and unrelated expenses with a single amount, making it unsuitable for a single expense entry. | Ambiguous category 'crypto gains wallet'.",I forked out 5.9k for BT broadband wifi monthly plan. (Separate entry for crypto related expense),DELETE,CRITICAL,"This row is fundamentally flawed due to attempting to log multiple unrelated expenses with a single amount and intent, and contains an ambiguous category and incorrect entity boundaries."
v4_156,KEEP,,"Intent 'ADD_EXPENSE' is appropriate for logging a spent amount, even for an investment-related setup fee.",KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_157,WRONG,,The utterance describes two distinct and unrelated expenses ('ncell postpaid telecom data pack' and 'hourly office visitor parking') with a single amount. This makes the intent ambiguous for a single transaction.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,The utterance contains two distinct categories of expense. 'ncell postpaid telecom data pack' is tagged as a single merchant; 'ncell' should be B-MERCHANT and 'postpaid telecom data pack' should be B-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY.,LOW,"Describes two distinct and unrelated expenses with a single amount, making it unsuitable for a single expense entry.",I spent 8.5k at Ncell for postpaid telecom data pack next week. (Separate entry for parking),DELETE,CRITICAL,"This row is fundamentally flawed due to attempting to log multiple unrelated expenses with a single amount and intent, and contains incorrect entity boundaries."
v4_158,KEEP,,"Intent 'ADD_EXPENSE' is appropriate for logging a spent amount, assuming 'crypto gains wallet' refers to a fee or investment.",KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The currency '£' is tagged as I-AMOUNT, but it should be B-CURRENCY. The category 'crypto gains wallet' is ambiguous for an expense; it sounds like an asset or income. If it's an expense, it should be clarified (e.g., 'crypto wallet fees').",MEDIUM,Mixed language (Hindi/English). | Ambiguous category 'crypto gains wallet'.,4788 £ was spent at Odeon Blockbuster for crypto wallet fees next week.,MODIFY,HIGH,"The currency symbol is incorrectly tagged, and the category 'crypto gains wallet' is ambiguous for an expense, requiring clarification."
v4_159,MODIFY,ADD_INCOME,"The phrase 'diwali bonus' typically refers to money received (income), which contradicts the 'ADD_EXPENSE' intent. If it's an expense, it should be 'tax on diwali bonus' or 'diwali gift expense'.",KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The entity 'diwali bonus' is tagged as B-CATEGORY I-CATEGORY. 'diwali bonus' is ambiguous for an expense and sounds like income. It should be re-evaluated as a category (e.g., 'diwali gift expense' or 'tax on diwali bonus').",LOW,"Ambiguous phrasing: 'diwali bonus' suggests income, conflicting with 'ADD_EXPENSE'.",I shelled out AED7533 on Diwali gift at Namshi on 28/05/2025.,MODIFY,CRITICAL,"The intent and category are highly ambiguous due to the term 'diwali bonus', which typically implies income, making the 'ADD_EXPENSE' intent questionable."
v4_160,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a spent amount at Uber.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,MISSING_ENTITIES,The entity 'uber' is not tagged. It should be tagged as B-MERCHANT.,HIGH,,,MODIFY,MEDIUM,The merchant 'uber' is missing its entity tag.
v4_161,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a credit card statement clearing.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,"The entity 'sbl gold credit card statement clearing' is tagged as a single MERCHANT. 'SBL' should be B-MERCHANT, and 'gold credit card statement clearing' should be B-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY.",HIGH,,,MODIFY,HIGH,"The merchant and category entities are incorrectly bounded, leading to an overly long merchant tag."
v4_162,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a spent amount on food delivery.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_163,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a tax payment.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The currency 'quid' is tagged as I-AMOUNT, but it should be B-CURRENCY.",HIGH,,,MODIFY,MEDIUM,The currency 'quid' is incorrectly tagged as part of the amount.
v4_164,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a handyman repair expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,The entity 'handyman repair txn' is tagged as B-CATEGORY I-CATEGORY I-CATEGORY. 'txn' (transaction) is not part of the category and should be tagged as O. The category should be 'handyman repair' (B-CATEGORY I-CATEGORY).,MEDIUM,Informal phrasing 'txn run'.,Handyman repair transaction was 383.37 Monday morning.,MODIFY,LOW,"The category entity has incorrect boundaries, including an irrelevant word."
v4_165,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense for a Swiggy order.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,MISSING_ENTITIES,The entity 'swiggy' is not tagged. It should be tagged as B-MERCHANT. 'order' could also be tagged as B-CATEGORY.,HIGH,,,MODIFY,MEDIUM,The merchant 'swiggy' and potential category 'order' are missing their entity tags.
v4_166,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a spent amount on Deliveroo.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_167,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a DTH reload expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The currency '$' is tagged as I-AMOUNT, but it should be B-CURRENCY.",HIGH,Mixed language (Hindi/English).,,MODIFY,MEDIUM,The currency symbol is incorrectly tagged as part of the amount.
v4_168,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a purchase at Pret A Manger.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,"The entity 'pret a manger organic baguette' is tagged as a single MERCHANT. 'Pret A Manger' should be B-MERCHANT I-MERCHANT I-MERCHANT, and 'organic baguette' should be B-CATEGORY I-CATEGORY. The currency '£' is tagged as I-AMOUNT, but it should be B-CURRENCY.",HIGH,,,MODIFY,HIGH,"The merchant and category entities are incorrectly bounded, and the currency symbol is incorrectly tagged."
v4_169,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a loan EMI payment.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,"The entity 'sbi home loan emi auto debit' is tagged as a single CATEGORY. 'SBI' should be B-MERCHANT, and 'home loan emi auto debit' should be B-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY.",HIGH,,,MODIFY,HIGH,"The merchant and category entities are incorrectly bounded, leading to an overly long category tag."
v4_170,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an electricity bill payment.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,"The entity 'british gas electricity supply pay' is tagged as a single MERCHANT. 'British Gas' should be B-MERCHANT I-MERCHANT, and 'electricity supply pay' should be B-CATEGORY I-CATEGORY I-CATEGORY.",HIGH,,,MODIFY,HIGH,"The merchant and category entities are incorrectly bounded, leading to an overly long merchant tag."
v4_171,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a petrol expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,MISSING_ENTITIES,The entity 'petrol' is not tagged. It should be tagged as B-CATEGORY.,HIGH,,,MODIFY,MEDIUM,The category 'petrol' is missing its entity tag.
v4_172,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a coffee expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,MISSING_ENTITIES,The entity 'coffee run' is not tagged. It should be tagged as B-CATEGORY I-CATEGORY.,HIGH,,,MODIFY,MEDIUM,The category 'coffee run' is missing its entity tags.
v4_173,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense at Vox Cinemas.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The currency 'dollars' is tagged as I-AMOUNT, but it should be B-CURRENCY.",HIGH,,,MODIFY,MEDIUM,The currency 'dollars' is incorrectly tagged as part of the amount.
v4_174,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense on storage devices.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_175,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a rent payment.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,MISSING_ENTITIES,The entity 'rent' is not tagged. It should be tagged as B-CATEGORY.,HIGH,,,MODIFY,MEDIUM,The category 'rent' is missing its entity tag.
v4_176,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a mortgage EMI payment.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_177,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment for home appliance delivery.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,"The entity 'sastodeal home appliance delivery invoice' is tagged as a single MERCHANT. 'Sastodeal' should be B-MERCHANT, and 'home appliance delivery invoice' should be B-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY.",HIGH,,,MODIFY,HIGH,"The merchant and category entities are incorrectly bounded, leading to an overly long merchant tag."
v4_178,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a rent payment.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,The entity 'cash' is incorrectly included in CATEGORY. 'cash' describes the payment method and should be tagged as B-PAYMENTMETHOD. The category should be 'apartment monthly rent' (B-CATEGORY I-CATEGORY I-CATEGORY).,MEDIUM,Mixed language (Hindi/English). | Incorrect categorization of 'cash'.,370.29 for apartment monthly rent paid in cash.,MODIFY,HIGH,The entity 'cash' is incorrectly tagged as part of the category instead of a payment method.
v4_179,WRONG,,The utterance describes two distinct categories of expense ('credit outstanding clear' and 'rental yield deposit') with a single amount. This makes the intent ambiguous for a single transaction.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,The utterance contains two distinct categories of expense. 'sbi credit outstanding clear' is tagged as a single merchant; 'sbi' should be B-MERCHANT and 'credit outstanding clear' should be B-CATEGORY I-CATEGORY I-CATEGORY.,LOW,"Describes two distinct and unrelated categories of expense with a single amount, making it unsuitable for a single expense entry.",Quick 8.6k spend at SBI for credit outstanding clear. (Separate entry for rental yield deposit),DELETE,CRITICAL,"This row is fundamentally flawed due to attempting to log multiple unrelated categories of expense with a single amount and intent, and contains incorrect entity boundaries."
v4_180,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a credit card payment.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The currency 'dollars' is tagged as I-AMOUNT, but it should be B-CURRENCY. The entity 'citi retail credit card ledger pay' is tagged as a single CATEGORY. 'Citi' should be B-MERCHANT, and 'retail credit card ledger pay' should be B-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY I-CATEGORY. The entity 'today' is not tagged and should be B-DATE.",HIGH,,,MODIFY,CRITICAL,"Multiple entity tagging issues: incorrect currency tag, incorrect merchant/category boundaries, and a missing date tag."
v4_181,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a fuel expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_182,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a DTH reload expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,Mixed language (Hindi/English).,,KEEP,NONE,No Issues Found
v4_183,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment to Apple Store.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_184,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense on painkillers.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,MEDIUM,Typo: 'budgt' instead of 'budget'.,Add 7533101 to painkillers pharmacy store billing budget.,MODIFY,LOW,The utterance contains a minor typo.
v4_185,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense at Apollo Pharmacy.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
